elo_diff,rank_diff,form5_diff,form10_diff,attack_diff,defense_diff,goal_diff_diff,competitive_form_diff,competition_weight
218.76299023431875,1.0,0.30000000000000004,0.04999999999999993,1.3,-0.29999999999999993,0.9999999999999999,0.0,0.5
-218.76299023431875,-1.0,-0.30000000000000004,-0.04999999999999993,-1.3,0.29999999999999993,-0.9999999999999999,-0.0,0.5
212.07769235329874,4.0,0.19999999999999996,0.15000000000000002,0.0,0.7999999999999999,0.8,0.25,1.0
-212.07769235329874,-4.0,-0.19999999999999996,-0.15000000000000002,-0.0,-0.7999999999999999,-0.8,-0.25,1.0
0.318277063075584,-50.0,0.09999999999999998,0.25,-0.10000000000000009,0.5999999999999999,0.5,-0.04285714285714293,2.0
-0.318277063075584,50.0,-0.09999999999999998,-0.25,0.10000000000000009,-0.5999999999999999,-0.5,0.04285714285714293,2.0
71.49457917516861,14.0,-0.09999999999999998,-0.19999999999999996,0.09999999999999987,-0.8,-0.7000000000000001,0.2,2.0
-71.49457917516861,-14.0,0.09999999999999998,0.19999999999999996,-0.09999999999999987,0.8,0.7000000000000001,-0.2,2.0
-24.688587233923727,-34.0,0.0,-0.25,-0.8,0.0,-0.8,0.0,2.0
24.688587233923727,34.0,-0.0,0.25,0.8,-0.0,0.8,-0.0,2.0
26.734508432916755,-50.0,-0.20000000000000007,0.04999999999999993,-0.5,0.09999999999999998,-0.39999999999999997,-0.0,2.0
-26.734508432916755,50.0,0.20000000000000007,-0.04999999999999993,0.5,-0.09999999999999998,0.39999999999999997,0.0,2.0
130.34516132526733,10.0,-0.09999999999999998,0.25,0.3999999999999999,0.5,0.9,-0.0,2.0
-130.34516132526733,-10.0,0.09999999999999998,-0.25,-0.3999999999999999,-0.5,-0.9,0.0,2.0
-33.765480156052035,9.0,0.0,-0.09999999999999998,-0.5,0.0,-0.5000000000000001,0.0625,2.0
33.765480156052035,-9.0,-0.0,0.09999999999999998,0.5,-0.0,0.5000000000000001,-0.0625,2.0
402.77823292537687,64.0,-0.10000000000000009,0.09999999999999998,0.30000000000000004,-0.19999999999999996,0.10000000000000009,0.41666666666666663,0.5
-402.77823292537687,-64.0,0.10000000000000009,-0.09999999999999998,-0.30000000000000004,0.19999999999999996,-0.10000000000000009,-0.41666666666666663,0.5
-74.0251203648952,-50.0,-0.2,-0.20000000000000007,-0.6,0.10000000000000009,-0.5,0.0,0.5
74.0251203648952,50.0,0.2,0.20000000000000007,0.6,-0.10000000000000009,0.5,-0.0,0.5
-67.9756457551498,-50.0,0.09999999999999998,-0.04999999999999999,-0.19999999999999996,0.0,-0.2,0.0,0.5
67.9756457551498,50.0,-0.09999999999999998,0.04999999999999999,0.19999999999999996,-0.0,0.2,-0.0,0.5
-146.93293890285395,7.0,0.39999999999999997,0.2,-0.0,0.29999999999999993,0.3,-0.3,0.5
146.93293890285395,-7.0,-0.39999999999999997,-0.2,0.0,-0.29999999999999993,-0.3,0.3,0.5
26.262983014814154,-15.0,-0.09999999999999998,0.050000000000000044,0.40000000000000013,-0.10000000000000009,0.3,0.041666666666666685,0.5
26.262983014814154,-15.0,-0.30000000000000004,-0.04999999999999993,0.20000000000000018,-0.5000000000000001,-0.30000000000000004,0.041666666666666685,0.5
121.7660724520099,34.0,0.4,0.35,1.2999999999999998,0.40000000000000013,1.7,0.08333333333333337,1.0
-26.262983014814154,15.0,0.09999999999999998,-0.050000000000000044,-0.40000000000000013,0.10000000000000009,-0.3,-0.041666666666666685,0.5
-26.262983014814154,15.0,0.30000000000000004,0.04999999999999993,-0.20000000000000018,0.5000000000000001,0.30000000000000004,-0.041666666666666685,0.5
-121.7660724520099,-34.0,-0.4,-0.35,-1.2999999999999998,-0.40000000000000013,-1.7,-0.08333333333333337,1.0
-3.78050116857753,-4.0,-0.0,0.050000000000000044,-0.0,-0.0,-0.0,-0.09999999999999998,2.5
3.78050116857753,4.0,0.0,-0.050000000000000044,0.0,0.0,0.0,0.09999999999999998,2.5
167.9314705164311,5.0,-0.20000000000000007,-0.15000000000000002,0.5,-0.19999999999999996,0.2999999999999998,0.15000000000000002,2.5
-167.9314705164311,-5.0,0.20000000000000007,0.15000000000000002,-0.5,0.19999999999999996,-0.2999999999999998,-0.15000000000000002,2.5
-19.65070131996231,-1.0,0.19999999999999996,0.30000000000000004,0.20000000000000018,0.39999999999999997,0.5999999999999999,-0.04166666666666663,2.5
